3126cfa6,1,Zoe Mercer,trauma,Office Worker,concern,The embarrassment on top of the flinch sounds really hard. What situations does it happen most in?,50,50,65,50,50,50,55,Stability,0,3.15,success,10
3126cfa6,2,Zoe Mercer,trauma,Office Worker,idle,That disorientation on waking is really frightening. What do you do to reorient yourself?,50,50,80,50,50,50,60,Stability,0,0.69,success,10
3126cfa6,3,Zoe Mercer,trauma,Office Worker,idle,What helps you stay when you want to run?,50,50,90,50,50,50,70,Stability,0,0.49,success,10
3126cfa6,4,Zoe Mercer,trauma,Office Worker,concern,Be careful comparing experiences. Everyone heals differently.,50,50,80,50,50,50,65,Stability,0,0.46,success,10
3126cfa6,5,Zoe Mercer,trauma,Office Worker,concern,Are you okay now?,50,55,90,50,50,50,70,Stability,0,0.52,success,10
3126cfa6,6,Zoe Mercer,trauma,Office Worker,idle,"When did you last feel like yourself, even briefly?",50,55,100,50,50,50,75,Stability,0,0.51,success,10
3126cfa6,7,Zoe Mercer,trauma,Office Worker,concern,What parts feel most kept in?,50,55,100,50,50,50,80,Stability,0,0.48,success,10
3126cfa6,8,Zoe Mercer,trauma,Office Worker,idle,What does safe feel like when you do get a moment of it?,50,55,100,50,50,50,90,Stability,0,0.63,success,10
3126cfa6,9,Zoe Mercer,trauma,Office Worker,concern,That hypervigilance is your body wanting to know what's coming before it arrives. Is that exhausting to maintain?,50,55,100,50,50,50,95,Stability,0,0.29,success,10
3126cfa6,10,Zoe Mercer,trauma,Office Worker,concern,What do you wish people said instead?,50,55,100,50,50,45,95,Stability,0,0.48,success,10
3126cfa6,11,Zoe Mercer,trauma,Office Worker,idle,What were you thinking about when it happened?,50,55,100,50,50,45,100,Stability,0,0.48,success,10
3126cfa6,12,Zoe Mercer,trauma,Office Worker,concern,I think so too.,70,55,100,50,50,45,100,Stability,0,0.43,success,10
3126cfa6,13,Zoe Mercer,trauma,Office Worker,shock,You can build something new. It won't be exactly who you were. But it can be someone you recognize.,85,55,100,50,50,45,100,Stability,0,0.36,success,10
3126cfa6,14,Zoe Mercer,trauma,Office Worker,idle,What did you do when it happened?,85,55,100,50,50,45,100,Stability,0,0.18,success,10
3126cfa6,15,Zoe Mercer,trauma,Office Worker,idle,What were you doing?,85,55,100,50,50,45,100,Stability,0,0.25,success,10
3126cfa6,16,Zoe Mercer,trauma,Office Worker,idle,How did they respond?,85,55,100,50,50,45,100,Stability,0,0.18,success,10
3126cfa6,17,Zoe Mercer,trauma,Office Worker,idle,Avoidance keeps you safe short term but slowly shrinks your world. Do you feel that happening?,85,55,100,50,50,45,100,Stability,0,0.35,success,10
3126cfa6,18,Zoe Mercer,trauma,Office Worker,idle,I'm really glad to hear that. You've worked hard for that shift.,100,55,100,50,50,45,100,Stability,0,0.27,success,10
3126cfa6,19,Zoe Mercer,trauma,Office Worker,idle,I'm genuinely happy for you. How did today feel after that?,100,55,100,50,50,45,100,Stability,0,0.25,success,10
3126cfa6,20,Zoe Mercer,trauma,Office Worker,concern,Whenever you're ready. There's no rush here.,100,65,100,50,50,45,100,Stability,0,0.28,success,10
3126cfa6,21,Zoe Mercer,trauma,Office Worker,idle,Try to do breathing exercises to calm yourself.,100,65,90,50,50,45,95,Stability,0,0.43,success,10
3126cfa6,22,Zoe Mercer,trauma,Office Worker,concern,Be careful. Don't rush into trusting people.,100,65,80,50,50,50,90,Stability,0,0.53,success,10
3126cfa6,23,Zoe Mercer,trauma,Office Worker,concern,You need to find better ways to manage your anger.,100,65,65,50,50,50,80,Stability,0,0.57,success,10
3126cfa6,24,Zoe Mercer,trauma,Office Worker,idle,With time it will get easier.,95,65,60,50,50,50,80,Stability,0,0.53,success,10
3126cfa6,25,Zoe Mercer,trauma,Office Worker,concern,That distrust usually comes from somewhere real. It makes sense that you protect yourself.,95,70,75,50,50,50,90,Stability,0,0.52,success,10
3126cfa6,26,Zoe Mercer,trauma,Office Worker,concern,That kind of sleep deprivation on top of everything else is exhausting. How long has this been going on?,95,70,90,50,45,50,95,Stability,0,0.55,success,10
3126cfa6,27,Zoe Mercer,trauma,Office Worker,concern,Maybe the parts you can't remember are best left that way.,95,70,80,50,45,50,85,Stability,0,0.56,success,10
3126cfa6,28,Zoe Mercer,trauma,Office Worker,concern,Kindness without conditions is something you deserve to learn to receive.,100,70,95,50,45,50,95,Stability,0,0.56,success,10
3126cfa6,29,Zoe Mercer,trauma,Office Worker,idle,What does the part that feels responsible say?,100,70,100,50,45,50,100,Stability,0,0.56,success,10
3126cfa6,30,Zoe Mercer,trauma,Office Worker,concern,Sometimes healing is happening underneath before we can feel it on the surface.,100,70,100,50,45,50,100,Stability,0,0.47,success,10
3126cfa6,31,Zoe Mercer,trauma,Office Worker,idle,Coming back from something like that takes effort. I'm glad you're here.,100,70,100,50,45,45,100,Stability,0,0.46,success,10
3126cfa6,32,Zoe Mercer,trauma,Office Worker,idle,That surprise is meaningful. Your nervous system was expecting danger and it didn't come. How did that feel?,100,70,100,50,45,45,100,Stability,0,0.96,success,10
3126cfa6,33,Zoe Mercer,trauma,Office Worker,idle,I'm really proud of you for that.,100,70,100,50,45,45,100,Stability,0,0.17,success,10
3126cfa6,34,Zoe Mercer,trauma,Office Worker,concern,Good. Just be careful not to rush it.,100,70,95,50,45,45,95,Stability,0,0.36,success,10
3126cfa6,35,Zoe Mercer,trauma,Office Worker,concern,You would have found your way. But I'm glad this was part of it.,100,70,100,50,45,45,100,Stability,0,0.37,success,10
